,Speceis Name,optimal temperature,optimal pH,optimal salt concentration
3949,Thermogladius calderae,84.0,7.1,None
3950,Mongoliibacter ruber,26.5,9.5,1.25
3951,Chryseobacterium frigidum,29.0,7.5,None
3952,Paludisphaera borealis,20.0,5.2,None
3953,Athalassotoga saccharophila,55.0,5.8,0.0
3954,Deferrisoma palaeochoriense,60.0,6.0,1.75
3955,Inmirania thermothiophila,65.0,6.5,1.75
3956,Pontibacter ummariensis,28.0,8.5,1.5
3957,Enterobacter bugandensis,37.0,None,None
3958,Shimia abyssi,25.0,7.2,2.5
3959,Pseudoflavitalea ginsenosidimutans,30.0,6.5,0.0
3960,Vibrio algivorus,27.5,7.5,None
3961,Oblitimonas alkaliphila,27.5,7.5,5.0
3962,Tepidibacillus infernus,50.0,7.4,1.5
3963,Paenibacillus cisolokensis,47.5,6.5,None
3964,Ruthenibacterium lactatiformans,37.0,None,None
3965,Ammoniphilus resinae,30.0,7.0,1.0
3966,Natrarchaeobaculum aegyptiacum,52.0,9.2,23.02
3967,Anaerocolumna cellulosilytica,35.0,7.6,0.0
3968,Anaerotaenia torta,37.5,7.4,0.0
3969,Vicinamibacter silvestris,28.3,7.3,0.0
3970,Microlunatus kandeliicorticis,29.0,7.5,0.0
3971,Lawsonella clevelandensis,35.0,None,None
3972,Pyrococcus kukulkanii,105.0,7.0,2.75
3973,Isoptericola cucumis,28.0,7.0,None
3974,Sulfurovum riftiae,35.0,6.0,3.0
3975,Caenibacillus caldisaponilyticus,55.0,6.2,0.5
3976,Filimonas zeae,29.0,6.0,5.0
3977,Peribacillus loiseleuriae,30.0,7.0,0.0
3978,Paenibacillus cucumis,29.0,7.5,None
3979,Dissulfurirhabdus thermomarina,50.0,6.2,2.25
3980,Actinomadura adrarensis,30.0,8.0,0.0
3981,Plantactinospora soyae,28.0,7.5,None
3982,Dermabacter jinjuensis,35.0,7.0,None
3983,Salilacibacter albus,32.5,7.2,4.0
3984,Streptosporangium becharense,31.0,8.0,None
3985,Corynebacterium faecale,28.0,7.0,1.0
3986,Racemicystis crocea,30.0,7.2,None
3987,Chania multitudinisentens,28.0,6.5,4.5
3988,Fictibacillus halophilus,37.0,7.0,5.0
3989,Alkalicoccus urumqiensis,37.0,9.0,6.3
3990,Streptomyces indoligenes,37.0,7.5,0.0
3991,Agromyces binzhouensis,28.0,7.0,2.5
3992,Actinocorallia lasiicapitis,27.5,7.0,None
3993,Magnetospirillum moscoviense,28.5,6.8,None
3994,Magnetospirillum marisnigri,29.0,6.7,None
3995,Magnetospirillum caucaseum,29.0,6.7,None
3996,Sulfuriferula thiophila,32.0,6.1,0.0
3997,Thermithiobacillus plumbiphilus,30.0,6.8,0.0
3998,Peptoniphilus catoniae,37.0,6.5,0.5
3999,Phytoactinopolyspora alkaliphila,30.0,9.5,4.0
4000,Longimicrobium terrae,26.5,7.2,0.1
4001,Nocardioides ginkgobilobae,28.0,7.0,0.0
4002,Marmoricola pocheonensis,30.0,7.0,0.0
4003,Marmoricola ginsengisoli,30.0,7.0,0.0
4004,Saccharopolyspora subtropica,43.5,8.0,3.5
4005,Microlunatus aerolatus,29.0,7.0,None
4006,Allofrancisella guangzhouensis,26.5,None,None
4007,Allofrancisella frigidaquae,32.0,None,None
4008,Allofrancisella inopinata,32.0,None,None
4009,Falcatimonas natans,36.0,6.7,0.0
4010,Serpentinicella alkaliphila,37.0,9.5,0.1
4011,Acetivibrio saccincola,60.0,7.0,0.2
4012,Wukongibacter baidiensis,30.0,8.0,None
4013,Desulfotomaculum profundi,45.0,7.2,0.0
4014,Desulfotomaculum aquiferis,42.0,7.4,2.0
4015,Streptomyces ovatisporus,28.0,7.2,None
4016,Saccharothrix isguenensis,30.0,7.0,0.5
4017,Actinocrispum wychmicini,27.0,7.0,0.0
4018,Micromonospora profundi,30.0,7.5,None
4019,Methanomicrobium antiquum,35.0,7.2,2.0
4020,Microbacterium diaminobutyricum,28.0,7.0,2.0
4021,Nocardia jiangsuensis,28.0,7.0,None
4022,Brachybacterium aquaticum,30.0,8.0,None
4023,Hoyosella rhizosphaerae,32.5,7.0,1.5
4024,Sphingomonas prati,25.0,8.0,0.0
4025,Lysobacter firmicutimachus,26.5,5.5,None
4026,Thermodesulfatator autotrophicus,67.5,6.8,2.75
4027,Herbinix luporum,55.0,7.0,None
4028,Harryflintia acetispora,39.0,7.8,None
4029,Tepidibacillus decaturensis,35.0,5.5,2.5
4030,Pseudodesulfovibrio indicus,32.5,6.8,2.5
4031,Anaerosporomusa subterranea,28.0,6.8,None
4032,Panacibacter ginsenosidivorans,30.0,6.5,None
4033,Dyadobacter endophyticus,30.0,7.0,None
4034,Nocardioides baekrokdamisoli,25.0,7.0,0.0
4035,Yimella radicis,28.0,7.0,1.5
4036,Herbihabitans rhizosphaerae,28.0,7.0,1.0
4037,Lipingzhangella halophila,30.0,9.5,6.0
4038,Jatrophihabitans huperziae,32.0,7.2,None
4039,Streptomyces camponoticapitis,28.0,7.5,None
4040,Thiomicrorhabdus hydrogeniphila,30.0,6.0,1.58
4041,Sphingomonas zeicaulis,25.0,7.0,0.0
4042,Undibacterium danionis,28.0,None,None
4043,Varunaivibrio sulfuroxidans,30.0,6.5,1.75
4044,Sulfuriflexus mobilis,31.0,7.6,3.0
4045,Arenimicrobium luteum,35.0,6.2,0.0
4046,Brevitalea deliciosa,35.0,6.0,0.25
4047,Brevitalea aridisoli,40.2,6.2,0.0
4048,Paenibacillus segetis,33.5,8.8,0.0
4049,Agathobaculum butyriciproducens,37.0,7.0,0.5
4050,Niallia oryzisoli,30.0,7.5,None
4051,Mycobacterium arcueilense,30.0,None,None
4052,Mycobacterium montmartrense,30.0,None,None
4053,Microlunatus nigridraconis,28.0,7.0,0.0
4054,Agromyces aureus,28.0,7.0,None
4055,Pyrodictium delaneyi,91.0,5.0,1.9
4056,Corynebacterium pollutisoli,28.0,8.0,6.0
4057,Micromonospora vinacea,28.0,None,None
4058,Micromonospora noduli,28.0,None,None
4059,Micromonospora ureilytica,28.0,None,None
4060,Cutibacterium namnetense,35.0,None,None
4061,Methanoculleus hydrogenitrophicus,37.0,6.6,1.16
4062,Salinicola halophilus,35.0,7.0,8.75
4063,Kushneria indalinina,27.5,7.0,8.75
4064,Chryseobacterium flavum,32.5,6.5,1.0
4065,Jannaschia seosinensis,32.5,7.0,4.0
4066,Pseudoalteromonas gelatinilytica,32.5,8.0,4.0
4067,Parvularcula flava,37.0,7.0,4.25
4068,Aureimonas pseudogalii,24.0,None,None
4069,Wenyingzhuangia fucanilytica,25.0,7.0,1.5
4070,Allohahella marinimesophila,28.0,7.0,1.5
4071,Agarivorans aestuarii,25.0,7.5,2.5
4072,Larsenimonas suaedae,35.0,7.5,5.5
4073,Chenggangzhangella methanolivorans,29.0,7.0,2.5
4074,Marinirhabdus gelatinilytica,30.0,7.0,3.5
4075,Prevotella colorans,36.0,8.0,None
4076,Flavobacterium aquicola,25.0,6.5,0.0
4077,Streptomyces canalis,31.0,8.0,3.0
4078,Rhizobium azooxidifex,27.5,8.0,1.0
4079,Marinicella pacifica,28.0,8.0,2.0
4080,Shewanella algicola,20.0,7.5,None
4081,Proteus terrae subsp. cibarius,30.0,7.0,2.0
4082,Spirosoma aerophilum,29.0,7.0,None
4083,Pontibacter mucosus,28.0,7.5,1.5
4084,Mucilaginibacter yixingensis,37.0,6.5,0.0
4085,Apibacter mensalis,37.0,7.0,None
4086,Ahrensia marina,28.0,8.0,2.0
4087,Streptomyces spongiicola,28.0,8.0,0.0
4088,Fluviicoccus keumensis,30.0,None,0.0
4089,Rhabdobacter roseus,27.5,7.2,0.0
4090,Akkermansia glycaniphila,27.5,6.0,None
4091,Acinetobacter puyangensis,30.0,7.0,None
4092,Rhizobium tarimense,30.0,7.5,0.25
4093,Snodgrassella alvi,37.0,None,None
4094,Massilia yuzhufengensis,25.0,7.0,2.0
4095,Veillonella tobetsuensis,37.0,None,None
4096,Advenella faeciporci,30.0,8.0,None
4097,Sanguibacter gelidistatuariae,23.0,7.5,0.25
4098,Chloroflexus islandicus,55.0,7.6,None
4099,Sphingobacterium cellulitidis,32.5,7.0,None
4100,Paenibacillus aceris,30.0,7.0,0.5
4101,Immundisolibacter cernigliae,29.0,7.0,0.0
4102,Paenibacillus eucommiae,30.0,7.0,0.5
4103,Planococcus versutus,25.0,7.5,6.0
4104,Paenibacillus silvae,33.5,8.0,1.0
4105,Paenibacillus rhizoplanae,29.0,7.5,None
4106,Solibacillus kalamii,30.0,8.0,None
4107,Oharaeibacter diazotrophicus,28.0,7.0,None
4108,Chelatococcus composti,37.5,7.8,0.5
4109,Pseudactinotalea terrae,29.0,7.0,0.0
4110,Psychromicrobium silvestre,25.0,6.5,1.5
4111,Nocardioides cavernae,28.0,7.0,0.0
4112,Rugosibacter aromaticivorans,32.0,6.5,None
4113,Desulfobulbus oligotrophicus,35.0,7.6,0.35
4114,Cohnella lubricantis,28.0,6.5,None
4115,Kineothrix alysoides,37.5,7.0,None
4116,Lactobacillus colini,37.0,5.2,1.0
4117,Thermodesulfitimonas autotrophica,65.0,6.2,0.0
4118,Bacillus capparidis,27.5,7.0,1.5
4119,Arthrobacter ginkgonis,28.0,7.0,0.0
4120,Micromonospora parathelypteridis,28.0,7.0,None
4121,Rhodococcus sovatensis,29.0,7.0,None
4122,Allostreptomyces psammosilenae,29.0,7.0,1.0
4123,Halodesulfovibrio spirochaetisodalis,32.5,7.8,None
4124,Bacillus maritimus,30.0,8.0,5.0
4125,Kocuria oceani,26.5,7.5,3.0
4126,Streptomyces capparidis,30.0,7.0,0.0
4127,Luteimonas padinae,32.5,7.2,2.0
4128,Deinococcus budaensis,28.0,7.0,None
4129,Acidobacterium ailaaui,40.0,6.5,None
4130,Marinitoga arctica,65.0,5.5,2.5
4131,Lentibacillus populi,30.0,7.0,7.5
4132,Saccharibacillus endophyticus,29.0,7.5,None
4133,Rufibacter quisquiliarum,28.5,9.0,1.0
4134,Microbacterium sorbitolivorans,30.0,7.0,0.0
4135,Raineyella antarctica,26.0,7.8,0.25
4136,Nakamurella silvestris,25.0,6.5,0.5
4137,Brevibacterium sediminis,26.5,7.5,3.3
4138,Nocardiopsis rhizosphaerae,30.0,8.5,3.0
4139,Croceicoccus mobilis,33.5,7.2,5.0
4140,Croceicoccus pelagius,33.5,7.0,3.0
4141,Bacillus wiedmannii,30.0,None,None
4142,Scopulibacillus daqui,50.0,8.0,2.0
4143,Paenibacillus solani,30.0,7.0,0.0
4144,Balneicella halophila,37.0,7.0,2.5
4145,Pedobacter psychrotolerans,10.0,9.0,None
4146,Pontibacter virosus,28.0,7.0,1.0
4147,Ancylomarina subtilis,29.0,7.5,2.0
4148,Lewinella aquimaris,25.0,7.5,2.5
4149,Flavihumibacter stibioxidans,28.0,7.0,0.0
4150,Polaribacter marinaquae,26.0,6.5,None
4151,Marinifilum albidiflavum,33.0,7.2,2.5
4152,Mucilaginibacter fluminis,30.0,6.0,0.5
4153,Mucilaginibacter puniceus,25.0,6.0,0.0
4154,Sediminibacterium aquarii,30.0,7.0,None
4155,Sphingobacterium jejuense,30.0,7.0,0.0
4156,Rufibacter ruber,25.0,8.0,0.0
4157,Pontibacter rugosus,30.0,7.0,0.5
4158,Arvibacter flaviflagrans,32.5,7.2,0.0
4159,Flavihumibacter sediminis,30.0,7.0,0.0
4160,Lacinutrix cladophorae,26.5,7.5,3.25
4161,Actinoplanes subglobosus,27.5,8.5,None
4162,Mycobacterium oryzae,30.0,None,None
4163,Microbacterium aureliae,30.0,9.0,None
4164,Rhizobium gei,29.0,7.0,0.0
4165,Chitinibacter fontanus,27.5,6.5,0.5
4166,Spiribacter roseus,37.0,7.8,10.0
4167,Paraburkholderia caffeinilytica,25.0,6.0,0.0
4168,Octadecabacter ponticola,30.0,7.5,1.5
4169,Rhizobium altiplani,29.0,6.9,None
4170,Spongiibacter taiwanensis,32.5,7.5,2.0
4171,Massilia psychrophila,15.0,7.0,1.0
4172,Thalassotalea montiporae,30.0,6.8,2.0
4173,Roseomonas arcticisoli,27.5,8.0,None
4174,Altererythrobacter confluentis,30.0,7.5,1.5
4175,Skermanella rosea,29.5,7.5,0.25
4176,Shinella curvata,31.5,7.3,None
4177,Martelella suaedae,27.5,7.0,4.0
4178,Aurantimonas endophytica,30.0,7.0,0.5
4179,Devosia confluentis,30.0,7.5,0.75
4180,Chromobacterium rhizoryzae,30.0,7.0,None
4181,Halomonas sediminicola,28.0,7.5,10.0
4182,Roseomonas rubra,33.5,7.0,0.5
4183,Sulfitobacter faviae,27.5,7.5,None
4184,Oceanobacillus longus,35.0,7.0,5.0
4185,Agathobaculum desmolans,37.0,7.0,0.0
4186,Pontibacillus salipaludis,37.0,7.5,2.5
4187,Salinicoccus amylolyticus,37.0,9.0,8.0
4188,Flavobacterium terriphilum,32.5,8.0,1.0
4189,Maribacter litorisediminis,30.0,7.5,2.0
4190,Pontibacter litorisediminis,33.5,7.5,None
4191,Pseudoflavitalea rhizosphaerae,29.0,7.0,None
4192,Mucilaginibacter phyllosphaerae,22.5,None,None
4193,Chryseobacterium montanum,37.0,7.0,0.5
4194,Mucilaginibacter pedocola,25.0,7.0,0.0
4195,Hymenobacter glacieicola,10.0,6.0,None
4196,Streptomyces pini,30.0,7.0,None
4197,Demequina litorisediminis,30.0,7.2,1.5
4198,Streptomyces palmae,32.5,7.5,None
4199,Gordonia hongkongensis,39.5,7.5,15.21
4200,Amycolatopsis albispora,32.5,8.5,1.5
4201,Nocardioides intraradicalis,29.0,6.5,None
4202,Nocardiopsis sediminis,26.5,None,None
4203,Sphingobacterium thermophilum,42.5,7.0,None
4204,Flavobacterium arcticum,25.0,7.0,0.0
4205,Beggiatoa leptomitoformis,28.0,7.7,None
4206,Pedobacter lusitanus,24.0,7.0,0.5
4207,Rhodohalobacter halophilus,40.0,8.0,9.0
4208,Algoriphagus resistens,28.0,6.8,3.0
4209,Niveitalea solisilvae,30.0,7.0,0.0
4210,Flectobacillus pallidus,20.0,7.0,0.0
4211,Nonlabens aestuariivivens,30.0,7.5,1.5
4212,Pedobacter jamesrossensis,20.0,8.0,0.0
4213,Frankia coriariae,28.0,9.5,None
4214,Williamsia spongiae,30.0,None,None
4215,Haloactinomyces albus,28.0,7.5,20.0
4216,Nonomuraea ceibae,37.0,7.0,None
4217,Actinophytocola xanthii,28.0,8.0,0.5
4218,Glutamicibacter halophytocola,26.5,7.2,3.0
4219,Actinotalea caeni,30.0,7.0,4.0
4220,Streptomyces lasiicapitis,28.0,7.0,None
4221,Nocardioides phosphati,30.0,7.0,None
4222,Subtercola lobariae,20.0,6.0,None
4223,Humibacter aquilariae,25.0,7.0,1.0
4224,Nocardia xestospongiae,30.0,8.0,4.0
4225,Arsenicitalea aurantiaca,37.0,None,None
4226,Altererythrobacter sediminis,30.0,7.5,1.0
4227,Gilvimarinus japonicus,29.0,7.8,2.5
4228,Idiomarina tyrosinivorans,37.0,7.0,9.0
4229,Pectobacterium parmentieri,28.0,None,None
4230,Microvirgula curvata,29.5,7.0,0.25
4231,Sphingomonas piscinae,30.0,8.5,0.05
4232,Piscinibacterium candidicorallinum,30.0,7.0,0.0
4233,Chromobacterium alkanivorans,30.0,8.0,None
4234,Pseudohongiella nitratireducens,30.0,7.0,2.0
4235,Uliginosibacterium paludis,35.0,6.0,0.0
4236,Psychrobacter pocilloporae,27.5,8.0,None
4237,Novosphingobium bradum,20.0,6.0,0.0
4238,Thalassotalea euphylliae,27.5,8.2,1.0
4239,Pseudoxanthomonas helianthi,30.0,8.0,None
4240,Iodidimonas muriae,30.0,7.5,3.0
4241,Bacterioplanoides pacificum,28.0,7.0,7.0
4242,Nitratireductor lacus,37.0,7.0,6.0
4243,Shewanella inventionis,28.0,7.0,2.0
4244,Thalassospira indica,28.0,6.5,3.0
4245,Mesorhizobium japonicum,28.0,7.0,None
4246,Sphingoaurantiacus capsulatus,28.0,7.0,0.5
4247,Deinococcus persicinus,25.0,7.0,None
4248,Fervidobacterium thailandense,80.0,7.5,0.05
4249,Lactobacillus ixorae,33.5,6.5,1.5
4250,Jeotgalibacillus alkaliphilus,32.5,10.5,10.0
4251,Roseivirga ehrenbergii,37.0,7.0,2.0
4252,Polaribacter haliotis,25.0,7.2,2.5
4253,Spirosoma soli,28.0,8.0,0.0
4254,Pontibacter aydingkolensis,29.0,7.5,None
4255,Algoriphagus litorisediminis,30.0,7.5,2.0
4256,Carboxylicivirga flava,30.0,7.0,2.0
4257,Pedobacter lycopersici,29.0,7.0,0.0
4258,Lunatimonas salinarum,30.0,8.0,2.0
4259,Niastella hibisci,28.0,7.0,1.0
4260,Emticicia fontis,25.0,8.0,0.0
4261,Mucilaginibacter antarcticus,15.0,7.0,0.0
4262,Psychroflexus saliphilus,33.0,7.5,6.0
4263,Pedobacter vanadiisoli,28.0,7.0,None
4264,Sphingobacterium chuzhouense,30.0,None,1.0
4265,Pelobium manganitolerans,28.0,7.0,0.0
4266,Huakuichenia soli,30.0,7.0,0.0
4267,Haloparvum alkalitolerans,47.5,7.2,13.75
4268,Halopiger thermotolerans,45.0,8.0,14.62
4269,Glycomyces lacisalsi,32.5,7.5,2.0
4270,Cutibacterium acnes subsp. defendens,33.5,None,None
4271,Phycicoccus ginsengisoli,30.0,7.0,2.0
4272,Nocardioides flavus,36.0,7.0,1.0
4273,Frigoribacterium salinisoli,27.5,7.0,0.5
4274,Saccharomonospora xiaoerkulensis,37.0,8.0,3.0
4275,Patulibacter brassicae,30.0,7.0,None
4276,Streptomyces litoralis,28.0,7.0,3.0
4277,Nocardiopsis akesuensis,28.0,8.0,2.0
4278,Nonomuraea purpurea,25.0,7.0,None
4279,Streptomyces lacrimifluminis,30.0,8.0,1.0
4280,Sphingomonas naphthae,26.5,7.2,0.0
4281,Wenzhouxiangella sediminis,37.0,7.5,4.0
4282,Altererythrobacter aerius,30.0,7.0,0.25
4283,Lysobacter rhizophilus,27.5,7.0,1.0
4284,Novosphingobium lotistagni,30.0,None,None
4285,Halomonas lutescens,31.5,7.0,7.5
4286,Litorisediminivivens gilvus,30.0,7.2,2.5
4287,Marinibaculum pumilum,37.0,6.5,2.0
4288,Piscinibacter defluvii,7.0,7.0,0.0
4289,Paraburkholderia pallidirosea,30.5,7.2,0.0
4290,Chelatococcus reniformis,27.5,7.0,1.0
4291,Rhizobium favelukesii,28.0,7.0,None
4292,Pseudoalteromonas profundi,28.5,7.2,3.5
4293,Dyella humi,26.5,6.5,None
4294,Pseudoduganella danionis,25.0,6.0,None
4295,Silicimonas algicola,25.0,7.0,1.75
4296,Legionella saoudiensis,32.0,None,None
4297,Pullulanibacillus camelliae,33.5,7.0,None
4298,Polygonibacillus indicireducens,36.0,10.0,3.0
4299,Saccharibacillus qingshengii,30.0,7.0,None
4300,Paenibacillus hispanicus,30.0,7.0,None
4301,Paenibacillus methanolicus,30.0,7.0,None
4302,Alteribacillus alkaliphilus,37.5,8.0,4.0
4303,Sporolactobacillus pectinivorans,37.0,6.0,None
4304,Maribacter arenosus,30.0,8.0,1.0
4305,Hymenobacter nivis,15.0,7.1,None
4306,Haoranjiania flava,30.0,7.0,0.0
4307,Corticicoccus populi,29.0,7.5,2.0
4308,Brevibacillus halotolerans,30.0,7.5,None
4309,Muricauda lutea,28.0,7.0,4.0
4310,Arachidicoccus ginsenosidivorans,30.0,7.0,0.5
4311,Flavobacterium crassostreae,25.0,6.8,2.5
4312,Euzebyella marina,30.0,7.0,2.0
4313,Algoriphagus aestuariicola,37.0,7.2,0.75
4314,Flavobacterium lacunae,22.5,7.0,0.0
4315,Terrimonas crocea,28.0,7.0,None
4316,Hymenobacter rutilus,28.0,7.0,None
4317,Chryseobacterium lineare,30.0,6.2,0.0
4318,Niabella hibiscisoli,30.0,None,None
4319,Maripseudobacter aurantiacus,35.0,7.5,2.0
4320,Mucilaginibacter psychrotolerans,20.0,7.0,None
4321,Halobaculum roseum,40.0,7.0,20.0
4322,Acidicapsa acidisoli,27.5,5.0,0.05
4323,Mycobacterium malmesburyense,37.0,None,None
4324,Brevundimonas balnearis,25.0,8.5,0.5
4325,Dyella acidisoli,28.0,5.8,0.0
4326,Aliidiomarina soli,30.0,9.0,5.0
4327,Polymorphobacter glacialis,15.0,7.0,None
4328,Luteolibacter flavescens,25.0,7.5,1.0
4329,Clostridium guangxiense,37.0,7.0,0.0
4330,Polaribacter lacunae,20.0,7.0,2.0
4331,Runella palustris,30.0,7.0,None
4332,Echinicola strongylocentroti,25.0,7.0,2.0
4333,Arcticibacterium luteifluviistationis,20.0,6.8,0.0
4334,Flavobacterium cloacae,32.5,7.0,1.5
4335,Chryseobacterium nepalense,30.0,7.8,None
4336,Hymenobacter seoulensis,25.0,7.0,0.0
4337,Chryseobacterium cucumeris,25.0,7.0,1.5
4338,Lutibacter litorisediminis,25.0,7.5,1.5
4339,Chryseobacterium endophyticum,30.0,7.0,1.0
4340,Flavobacterium hibisci,27.5,7.8,1.0
4341,Spirosoma swuense,25.0,7.0,None
4342,Kribbella deserti,30.0,7.0,3.0
4343,Saccharopolyspora aidingensis,37.0,7.0,12.0
4344,Streptomyces luteus,37.0,7.8,5.0
4345,Aureimonas glaciei,20.0,6.0,2.0
4346,Marinobacter halotolerans,37.0,7.0,3.0
4347,Saccharedens versatilis,40.0,7.2,0.5
4348,Altererythrobacter soli,30.0,8.0,2.0
4349,Methylobacillus methanolivorans,32.0,7.0,0.05
4350,Roseitalea porphyridii,33.5,7.5,2.5
4351,Roseovarius confluentis,30.0,7.0,2.0
4352,Motilimonas eburnea,30.5,8.0,3.0
4353,Alteromonas lipolytica,30.0,7.0,3.0
4354,Aliidongia dinghuensis,28.0,6.2,0.0
4355,Marinobacter salinus,37.0,8.0,5.0
4356,Oryzomicrobium terrae,25.0,7.0,None
4357,Pleomorphochaeta caudata,37.0,7.0,4.0
4358,Fimbriiglobus ruber,22.5,5.8,None
4359,Vagococcus humatus,37.0,7.0,0.0
4360,Labilibacter aurantiacus,28.0,7.2,2.5
4361,Aquimarina versatilis,27.5,7.2,3.5
4362,Terrimonas rhizosphaerae,28.0,6.0,0.0
4363,Hyunsoonleella rubra,33.0,7.2,2.5
4364,Flavobacterium luticocti,31.0,7.0,1.5
4365,Lacibacter nakdongensis,30.0,7.0,None
4366,Flectobacillus fontis,25.0,7.0,0.0
4367,Algoriphagus iocasae,25.0,7.0,2.0
4368,Aeromicrobium choanae,30.0,7.0,None
4369,Krasilnikoviella muralis,27.5,8.0,1.5
4370,Roseovarius aestuariivivens,30.0,7.5,2.5
4371,Colwellia mytili,20.0,7.5,2.5
4372,Achromobacter aloeverae,33.5,7.0,None
4373,Microvirga soli,30.0,7.8,0.0
4374,Marimonas arenosa,30.0,7.5,2.0
4375,Formosimonas limnophila,20.0,6.0,0.0
4376,Flavobacterium gilvum,28.0,7.0,None
4377,Olivibacter composti,30.0,7.0,0.0
4378,Polaribacter vadi,25.0,6.5,2.0
4379,Nonlabens halophilus,30.0,6.5,2.0
4380,Soortia roseihalophila,30.0,7.0,2.0
4381,Deinococcus ruber,25.0,7.0,None
4382,Virgibacillus jeotgali,29.0,7.0,2.5
4383,Lysinibacillus alkalisoli,30.0,8.5,1.5
4384,Flavobacterium orientale,25.0,7.8,0.75
4385,Flavobacterium inkyongense,30.0,7.0,0.0
4386,Flavobacterium eburneum,27.5,7.2,0.0
4387,Haloprofundus marisrubri,34.0,7.2,22.82
4388,Kibdelosporangium metalli,28.0,7.0,3.0
4389,Streptomyces fuscichromogenes,28.0,None,None
4390,Tersicoccus solisilvae,37.0,7.5,1.75
4391,Primorskyibacter aestuariivivens,30.0,7.5,2.5
4392,Tropicimonas arenosa,30.0,8.0,2.0
4393,Sphingomonas lutea,27.5,7.0,None
4394,Lishizhenia tianjinensis,30.0,7.6,2.0
4395,Kocuria gwangalliensis,27.0,8.0,4.0
4396,Marinimicrobium locisalis,30.0,7.5,2.0
4397,Winogradskyella rapida,24.0,None,2.5
4398,Chryseobacterium anthropi,30.0,None,None
4399,Altererythrobacter marinus,31.0,None,3.0
4400,Rhodoplanes pokkaliisoli,30.0,7.0,1.5
4401,Henriciella aquimarina,31.0,None,6.5
4402,Microvirga guangxiensis,37.0,7.0,None
4403,Flavobacterium chungangense,25.0,6.0,None
4404,Muricauda lutaonensis,41.0,8.0,4.0
4405,Meiothermus cateniformans,57.5,8.25,None
4406,Flavobacterium tiangeerense,22.5,7.5,None
4407,Muricauda olearia,27.5,7.25,2.5
4408,Thermus arciformis,70.0,7.75,None
4409,Rhodovulum lacipunicei,30.0,7.75,2.5
4410,Marinobacter lacisalsi,32.5,7.0,7.5
4411,Psychrobacter fulvigenes,26.5,None,6.0
4412,Tenacibaculum crassostreae,30.0,6.5,None
4413,Winogradskyella arenosi,26.5,None,4.75
4414,Leifsonia antarctica,22.0,7.5,2.5
4415,Leifsonia kafniensis,22.0,7.5,2.5
4416,Chryseobacterium taklimakanense,30.0,7.5,None
4417,Microbulbifer variabilis,30.0,7.75,2.0
4418,Rhizobium mesosinicum,37.0,7.0,None
4419,Kosakonia oryzae,32.5,6.75,5.0
4420,Marinobacterium sediminicola,35.0,7.0,2.0
4421,Marinobacterium nitratireducens,35.0,7.5,2.0
4422,Pseudidiomarina donghaiensis,37.0,8.5,3.0
4423,Pseudidiomarina maritima,37.0,8.5,3.0
4424,Shewanella marina,30.0,7.0,3.0
4425,Devosia albogilva,25.0,7.0,None
4426,Devosia crocina,18.5,7.0,None
4427,Winogradskyella echinorum,20.5,None,3.5
4428,Mucilaginibacter ximonensis,28.0,6.5,None
4429,Lutaonella thermophila,42.5,8.0,4.0
4430,Algoriphagus aquatilis,30.0,7.5,0.75
4431,Bacillus korlensis,33.5,7.5,1.0
4432,Roseomonas frigidaquae,30.0,7.0,0.5
4433,Adhaeribacter terreus,28.0,7.25,None
4434,Paracoccus chinensis,32.5,8.2,None
4435,Microbulbifer donghaiensis,36.0,7.5,3.0
4436,Parvularcula lutaonensis,37.0,7.0,3.0
4437,Maritalea mobilis,36.0,8.2,2.0
4438,Leptobacterium flavescens,27.5,6.5,None
4439,Oceanibaculum indicum,31.0,8.0,3.75
4440,Niabella ginsengisoli,29.0,7.0,0.5
4441,Marinoscillum pacificum,33.0,7.5,2.9
4442,Halomonas fontilapidosi,38.5,7.0,6.25
4443,Croceicoccus marinus,25.0,7.0,0.5
4444,Thermotalea metallivorans,55.0,8.0,None
4445,Marispirillum indicum,31.0,None,5.0
4446,Lacibacter cauensis,32.5,7.0,None
4447,Mucilaginibacter daejeonensis,30.0,7.0,None
4448,Skermanella xinjiangensis,32.5,7.5,2.0
4449,Psychromonas agarivorans,22.5,7.5,2.5
4450,Pedobacter composti,30.0,7.0,None
4451,Pelagibius litoralis,29.0,7.5,3.5
4452,Bowmanella pacifica,31.0,8.0,3.75
4453,Alcanivorax hongdengensis,26.5,7.5,5.5
4454,Pedobacter daechungensis,30.0,7.0,None
4455,Paenibacillus contaminans,30.0,7.0,0.5
4456,Actinomadura miaoliensis,40.0,None,None
4457,Pseudidiomarina marina,32.5,7.5,3.5
4458,Pseudidiomarina tainanensis,32.5,7.5,3.5
4459,Lewinella antarctica,20.0,6.0,3.0
4460,Shewanella vesiculosa,17.5,7.5,2.0
4461,Sinomonas flava,33.5,7.0,1.5
4462,Thalassomonas haliotis,27.5,8.0,None
4463,Thalassomonas actiniarum,27.5,8.0,None
4464,Aliiglaciecola lipolytica,30.0,7.6,2.0
4465,Hymenobacter deserti,30.0,7.0,None
4466,Microbulbifer echini,30.0,7.0,2.0
4467,Roseomonas nepalensis,28.5,7.8,0.0
4468,Planctobacterium marinum,27.5,7.0,4.0
4469,Brevundimonas canariensis,30.0,7.0,None
4470,Halofilum ochraceum,35.0,7.8,9.0
